UID	Encoding	Code
ES-CL-LE-104	INE-MUNI-DC	241041
ES-CL-LE-105	INE-MUNI-DC	241054
ES-CL-LE-106	INE-MUNI-DC	241067
ES-CL-LE-107	INE-MUNI-DC	241073
ES-CL-LE-108	INE-MUNI-DC	241089
ES-CL-LE-109	INE-MUNI-DC	241092
ES-CL-LE-110	INE-MUNI-DC	241106
ES-CL-LE-112	INE-MUNI-DC	241128
ES-CL-LE-113	INE-MUNI-DC	241134
ES-CL-LE-114	INE-MUNI-DC	241149
ES-CL-LE-115	INE-MUNI-DC	241152
ES-CL-LE-116	INE-MUNI-DC	241165
ES-CL-LE-117	INE-MUNI-DC	241171
ES-CL-LE-118	INE-MUNI-DC	241187
ES-CL-LE-119	INE-MUNI-DC	241190
ES-CL-LE-120	INE-MUNI-DC	241204
ES-CL-LE-121	INE-MUNI-DC	241211
ES-CL-LE-122	INE-MUNI-DC	241226
ES-CL-LE-123	INE-MUNI-DC	241232
ES-CL-LE-124	INE-MUNI-DC	241247
ES-CL-LE-125	INE-MUNI-DC	241250
ES-CL-LE-127	INE-MUNI-DC	241279
ES-CL-LE-129	INE-MUNI-DC	241298
ES-CL-LE-130	INE-MUNI-DC	241302
ES-CL-LE-131	INE-MUNI-DC	241319
ES-CL-LE-132	INE-MUNI-DC	241324
ES-CL-LE-133	INE-MUNI-DC	241330
ES-CL-LE-134	INE-MUNI-DC	241345
ES-CL-LE-136	INE-MUNI-DC	241361
ES-CL-LE-137	INE-MUNI-DC	241377
ES-CL-LE-139	INE-MUNI-DC	241396
ES-CL-LE-141	INE-MUNI-DC	241417
ES-CL-LE-142	INE-MUNI-DC	241422
ES-CL-LE-144	INE-MUNI-DC	241443
ES-CL-LE-145	INE-MUNI-DC	241456
ES-CL-LE-146	INE-MUNI-DC	241469
ES-CL-LE-148	INE-MUNI-DC	241481
ES-CL-LE-149	INE-MUNI-DC	241494
ES-CL-LE-150	INE-MUNI-DC	241507
ES-CL-LE-143	INE-MUNI-DC	241438
ES-CL-LE-151	INE-MUNI-DC	241514
ES-CL-LE-152	INE-MUNI-DC	241529
ES-CL-LE-153	INE-MUNI-DC	241535
ES-CL-LE-154	INE-MUNI-DC	241540
ES-CL-LE-155	INE-MUNI-DC	241553
ES-CL-LE-158	INE-MUNI-DC	241588
ES-CL-LE-156	INE-MUNI-DC	241566
ES-CL-LE-157	INE-MUNI-DC	241572
ES-CL-LE-159	INE-MUNI-DC	241591
ES-CL-LE-160	INE-MUNI-DC	241605
ES-CL-LE-161	INE-MUNI-DC	241612
ES-CL-LE-162	INE-MUNI-DC	241627
ES-CL-LE-163	INE-MUNI-DC	241633
ES-CL-LE-164	INE-MUNI-DC	241648
ES-CL-LE-165	INE-MUNI-DC	241651
ES-CL-LE-166	INE-MUNI-DC	241664
ES-CL-LE-167	INE-MUNI-DC	241670
ES-CL-LE-168	INE-MUNI-DC	241686
ES-CL-LE-206	INE-MUNI-DC	242066
ES-CL-LE-169	INE-MUNI-DC	241699
ES-CL-LE-170	INE-MUNI-DC	241703
ES-CL-LE-171	INE-MUNI-DC	241710
ES-CL-LE-172	INE-MUNI-DC	241725
ES-CL-LE-173	INE-MUNI-DC	241731
ES-CL-LE-174	INE-MUNI-DC	241746
ES-CL-LE-185	INE-MUNI-DC	241857
ES-CL-LE-175	INE-MUNI-DC	241759
ES-CL-LE-176	INE-MUNI-DC	241762
ES-CL-LE-177	INE-MUNI-DC	241778
ES-CL-LE-178	INE-MUNI-DC	241784
ES-CL-LE-179	INE-MUNI-DC	241797
ES-CL-LE-180	INE-MUNI-DC	241801
ES-CL-LE-181	INE-MUNI-DC	241818
ES-CL-LE-182	INE-MUNI-DC	241823
ES-CL-LE-183	INE-MUNI-DC	241839
ES-CL-LE-184	INE-MUNI-DC	241844
ES-CL-LE-187	INE-MUNI-DC	241876
ES-CL-LE-188	INE-MUNI-DC	241882
ES-CL-LE-191	INE-MUNI-DC	241916
ES-CL-LE-189	INE-MUNI-DC	241895
ES-CL-LE-190	INE-MUNI-DC	241909
ES-CL-LE-193	INE-MUNI-DC	241937
ES-CL-LE-196	INE-MUNI-DC	241968
ES-CL-LE-197	INE-MUNI-DC	241974
ES-CL-LE-198	INE-MUNI-DC	241980
ES-CL-LE-194	INE-MUNI-DC	241942
ES-CL-LE-199	INE-MUNI-DC	241993
ES-CL-LE-201	INE-MUNI-DC	242014
ES-CL-LE-202	INE-MUNI-DC	242029
ES-CL-LE-203	INE-MUNI-DC	242035
ES-CL-LE-205	INE-MUNI-DC	242053
ES-CL-LE-207	INE-MUNI-DC	242072
ES-CL-LE-209	INE-MUNI-DC	242091
ES-CL-LE-210	INE-MUNI-DC	242105
ES-CL-LE-211	INE-MUNI-DC	242112
ES-CL-LE-901	INE-MUNI-DC	249017
ES-CL-LE-212	INE-MUNI-DC	242127
ES-CL-LE-213	INE-MUNI-DC	242133
ES-CL-LE-214	INE-MUNI-DC	242148
ES-CL-LE-215	INE-MUNI-DC	242151
ES-CL-LE-216	INE-MUNI-DC	242164
ES-CL-LE-217	INE-MUNI-DC	242170
ES-CL-LE-218	INE-MUNI-DC	242186
ES-CL-LE-219	INE-MUNI-DC	242199
ES-CL-LE-902	INE-MUNI-DC	249022
ES-CL-LE-221	INE-MUNI-DC	242210
ES-CL-LE-222	INE-MUNI-DC	242225
ES-CL-LE-223	INE-MUNI-DC	242231
ES-CL-LE-224	INE-MUNI-DC	242246
ES-CL-LE-225	INE-MUNI-DC	242259
ES-CL-LE-226	INE-MUNI-DC	242262
ES-CL-LE-227	INE-MUNI-DC	242278
ES-CL-LE-228	INE-MUNI-DC	242284
ES-CL-LE-229	INE-MUNI-DC	242297
ES-CL-LE-230	INE-MUNI-DC	242301
ES-CT-L-001	INE-MUNI-DC	250019
ES-CT-L-002	INE-MUNI-DC	250024
ES-CT-L-003	INE-MUNI-DC	250030
ES-CT-L-038	INE-MUNI-DC	250387
ES-CT-L-004	INE-MUNI-DC	250045
ES-CT-L-005	INE-MUNI-DC	250058
ES-CT-L-006	INE-MUNI-DC	250061
ES-CT-L-007	INE-MUNI-DC	250077
ES-CT-L-008	INE-MUNI-DC	250083
ES-CT-L-009	INE-MUNI-DC	250096
ES-CT-L-010	INE-MUNI-DC	250100
ES-CT-L-011	INE-MUNI-DC	250117
ES-CT-L-012	INE-MUNI-DC	250122
ES-CT-L-013	INE-MUNI-DC	250138
ES-CT-L-014	INE-MUNI-DC	250143
ES-CT-L-015	INE-MUNI-DC	250156
ES-CT-L-016	INE-MUNI-DC	250169
ES-CT-L-017	INE-MUNI-DC	250175
ES-CT-L-019	INE-MUNI-DC	250194
ES-CT-L-020	INE-MUNI-DC	250208
ES-CT-L-021	INE-MUNI-DC	250215
ES-CT-L-022	INE-MUNI-DC	250220
ES-CT-L-023	INE-MUNI-DC	250236
ES-CT-L-024	INE-MUNI-DC	250241
ES-CT-L-027	INE-MUNI-DC	250273
ES-CT-L-029	INE-MUNI-DC	250292
ES-CT-L-031	INE-MUNI-DC	250313
ES-CT-L-032	INE-MUNI-DC	250328
ES-CT-L-033	INE-MUNI-DC	250334
ES-CT-L-034	INE-MUNI-DC	250349
ES-CT-L-036	INE-MUNI-DC	250365
ES-CT-L-037	INE-MUNI-DC	250371
ES-CT-L-039	INE-MUNI-DC	250390
ES-CT-L-040	INE-MUNI-DC	250404
ES-CT-L-041	INE-MUNI-DC	250411
ES-CT-L-042	INE-MUNI-DC	250426
ES-CT-L-044	INE-MUNI-DC	250447
ES-CT-L-045	INE-MUNI-DC	250450
ES-CT-L-046	INE-MUNI-DC	250463
ES-CT-L-170	INE-MUNI-DC	251706
ES-CT-L-047	INE-MUNI-DC	250479
ES-CT-L-048	INE-MUNI-DC	250485
ES-CT-L-049	INE-MUNI-DC	250498
ES-CT-L-050	INE-MUNI-DC	250501
ES-CT-L-051	INE-MUNI-DC	250518
ES-CT-L-052	INE-MUNI-DC	250523
ES-CT-L-053	INE-MUNI-DC	250539
ES-CT-L-055	INE-MUNI-DC	250557
ES-CT-L-057	INE-MUNI-DC	250576
ES-CT-L-058	INE-MUNI-DC	250582
ES-CT-L-059	INE-MUNI-DC	250595
ES-CT-L-056	INE-MUNI-DC	250560
ES-CT-L-060	INE-MUNI-DC	250609
ES-CT-L-061	INE-MUNI-DC	250616
ES-CT-L-062	INE-MUNI-DC	250621
ES-CT-L-063	INE-MUNI-DC	250637
ES-CT-L-904	INE-MUNI-DC	259046
ES-CT-L-064	INE-MUNI-DC	250642
ES-CT-L-067	INE-MUNI-DC	250674
ES-CT-L-068	INE-MUNI-DC	250680
ES-CT-L-069	INE-MUNI-DC	250693
ES-CT-L-070	INE-MUNI-DC	250707
ES-CT-L-071	INE-MUNI-DC	250714
ES-CT-L-072	INE-MUNI-DC	250729
ES-CT-L-073	INE-MUNI-DC	250735
ES-CT-L-074	INE-MUNI-DC	250740
ES-CT-L-075	INE-MUNI-DC	250753
ES-CT-L-076	INE-MUNI-DC	250766
ES-CT-L-077	INE-MUNI-DC	250772
ES-CT-L-163	INE-MUNI-DC	251636
ES-CT-L-161	INE-MUNI-DC	251615
ES-CT-L-078	INE-MUNI-DC	250788
ES-CT-L-079	INE-MUNI-DC	250791
ES-CT-L-081	INE-MUNI-DC	250812
ES-CT-L-082	INE-MUNI-DC	250827
ES-CT-L-088	INE-MUNI-DC	250886
ES-CT-L-085	INE-MUNI-DC	250851
ES-CT-L-086	INE-MUNI-DC	250864
ES-CT-L-087	INE-MUNI-DC	250870
ES-CT-L-089	INE-MUNI-DC	250899
ES-CT-L-908	INE-MUNI-DC	259084
ES-CT-L-092	INE-MUNI-DC	250925
ES-CT-L-093	INE-MUNI-DC	250931
ES-CT-L-094	INE-MUNI-DC	250946
ES-CT-L-096	INE-MUNI-DC	250962
ES-CT-L-097	INE-MUNI-DC	250978
ES-CT-L-098	INE-MUNI-DC	250984
ES-CT-L-912	INE-MUNI-DC	259123
ES-CT-L-099	INE-MUNI-DC	250997
ES-CT-L-100	INE-MUNI-DC	251001
ES-CT-L-101	INE-MUNI-DC	251018
ES-CT-L-102	INE-MUNI-DC	251023
ES-CT-L-103	INE-MUNI-DC	251039
ES-CT-L-105	INE-MUNI-DC	251057
ES-CT-L-104	INE-MUNI-DC	251044
ES-CT-L-109	INE-MUNI-DC	251095
ES-CT-L-903	INE-MUNI-DC	259031
ES-CT-L-110	INE-MUNI-DC	251109
ES-CT-L-111	INE-MUNI-DC	251116
ES-CT-L-115	INE-MUNI-DC	251155
ES-CT-L-112	INE-MUNI-DC	251121
ES-CT-L-113	INE-MUNI-DC	251137
ES-CT-L-114	INE-MUNI-DC	251142
ES-CT-L-910	INE-MUNI-DC	259101
ES-CT-L-118	INE-MUNI-DC	251180
ES-CT-L-119	INE-MUNI-DC	251193
ES-CT-L-121	INE-MUNI-DC	251214
ES-CT-L-122	INE-MUNI-DC	251229
ES-CT-L-123	INE-MUNI-DC	251235
ES-CT-L-124	INE-MUNI-DC	251240
ES-CT-L-125	INE-MUNI-DC	251253
ES-CT-L-126	INE-MUNI-DC	251266
ES-CT-L-120	INE-MUNI-DC	251207
ES-CT-L-127	INE-MUNI-DC	251272
ES-CT-L-128	INE-MUNI-DC	251288
ES-CT-L-129	INE-MUNI-DC	251291
ES-CT-L-133	INE-MUNI-DC	251333
ES-CT-L-130	INE-MUNI-DC	251305
ES-CT-L-131	INE-MUNI-DC	251312
ES-CT-L-132	INE-MUNI-DC	251327
ES-CT-L-134	INE-MUNI-DC	251348
ES-CT-L-135	INE-MUNI-DC	251351
ES-CT-L-137	INE-MUNI-DC	251370
ES-CT-L-136	INE-MUNI-DC	251364
ES-CT-L-139	INE-MUNI-DC	251399
ES-CT-L-140	INE-MUNI-DC	251403
ES-CT-L-138	INE-MUNI-DC	251386
ES-CT-L-142	INE-MUNI-DC	251425
ES-CT-L-141	INE-MUNI-DC	251410
ES-CT-L-143	INE-MUNI-DC	251431
ES-CT-L-145	INE-MUNI-DC	251459
ES-CT-L-025	INE-MUNI-DC	250254
ES-CT-L-146	INE-MUNI-DC	251462
ES-CT-L-148	INE-MUNI-DC	251484
ES-CT-L-149	INE-MUNI-DC	251497
ES-CT-L-150	INE-MUNI-DC	251500
ES-CT-L-151	INE-MUNI-DC	251517
ES-CT-L-152	INE-MUNI-DC	251522
ES-CT-L-153	INE-MUNI-DC	251538
ES-CT-L-154	INE-MUNI-DC	251543
ES-CT-L-155	INE-MUNI-DC	251556
ES-CT-L-156	INE-MUNI-DC	251569
ES-CT-L-157	INE-MUNI-DC	251575
ES-CT-L-158	INE-MUNI-DC	251581
ES-CT-L-164	INE-MUNI-DC	251641
ES-CT-L-165	INE-MUNI-DC	251654
ES-CT-L-166	INE-MUNI-DC	251667
ES-CT-L-167	INE-MUNI-DC	251673
ES-CT-L-911	INE-MUNI-DC	259118
ES-CT-L-168	INE-MUNI-DC	251689
ES-CT-L-169	INE-MUNI-DC	251692
ES-CT-L-171	INE-MUNI-DC	251713
ES-CT-L-030	INE-MUNI-DC	250306
ES-CT-L-173	INE-MUNI-DC	251734
ES-CT-L-172	INE-MUNI-DC	251728
ES-CT-L-174	INE-MUNI-DC	251749
ES-CT-L-175	INE-MUNI-DC	251752
ES-CT-L-176	INE-MUNI-DC	251765
ES-CT-L-177	INE-MUNI-DC	251771
ES-CT-L-179	INE-MUNI-DC	251790
ES-CT-L-180	INE-MUNI-DC	251804
ES-CT-L-181	INE-MUNI-DC	251811
ES-CT-L-182	INE-MUNI-DC	251826
ES-CT-L-183	INE-MUNI-DC	251832
ES-CT-L-905	INE-MUNI-DC	259059
ES-CT-L-185	INE-MUNI-DC	251850
ES-CT-L-186	INE-MUNI-DC	251863
ES-CT-L-913	INE-MUNI-DC	259139
ES-CT-L-189	INE-MUNI-DC	251898
ES-CT-L-190	INE-MUNI-DC	251902
ES-CT-L-191	INE-MUNI-DC	251919
ES-CT-L-196	INE-MUNI-DC	251961
ES-CT-L-192	INE-MUNI-DC	251924
ES-CT-L-197	INE-MUNI-DC	251977
ES-CT-L-193	INE-MUNI-DC	251930
ES-CT-L-902	INE-MUNI-DC	259025
ES-CT-L-194	INE-MUNI-DC	251945
ES-CT-L-201	INE-MUNI-DC	252017
ES-CT-L-200	INE-MUNI-DC	252000
ES-CT-L-202	INE-MUNI-DC	252022
ES-CT-L-035	INE-MUNI-DC	250352
ES-CT-L-204	INE-MUNI-DC	252043
ES-CT-L-203	INE-MUNI-DC	252038
ES-CT-L-205	INE-MUNI-DC	252056
ES-CT-L-206	INE-MUNI-DC	252069
ES-CT-L-207	INE-MUNI-DC	252075
ES-CT-L-208	INE-MUNI-DC	252081
ES-CT-L-209	INE-MUNI-DC	252094
ES-CT-L-210	INE-MUNI-DC	252108
ES-CT-L-211	INE-MUNI-DC	252115
ES-CT-L-212	INE-MUNI-DC	252120
ES-CT-L-215	INE-MUNI-DC	252154
ES-CT-L-216	INE-MUNI-DC	252167
ES-CT-L-217	INE-MUNI-DC	252173
ES-CT-L-218	INE-MUNI-DC	252189
ES-CT-L-219	INE-MUNI-DC	252192
ES-CT-L-220	INE-MUNI-DC	252206
ES-CT-L-221	INE-MUNI-DC	252213
ES-CT-L-222	INE-MUNI-DC	252228
ES-CT-L-223	INE-MUNI-DC	252234
ES-CT-L-224	INE-MUNI-DC	252249
ES-CT-L-225	INE-MUNI-DC	252252
ES-CT-L-227	INE-MUNI-DC	252271
ES-CT-L-226	INE-MUNI-DC	252265
ES-CT-L-228	INE-MUNI-DC	252287
ES-CT-L-907	INE-MUNI-DC	259078
ES-CT-L-230	INE-MUNI-DC	252304
ES-CT-L-231	INE-MUNI-DC	252311
ES-CT-L-232	INE-MUNI-DC	252326
ES-CT-L-233	INE-MUNI-DC	252332
ES-CT-L-234	INE-MUNI-DC	252347
ES-CT-L-043	INE-MUNI-DC	250432
ES-CT-L-901	INE-MUNI-DC	259010
ES-CT-L-238	INE-MUNI-DC	252385
ES-CT-L-240	INE-MUNI-DC	252402
ES-CT-L-906	INE-MUNI-DC	259062
ES-CT-L-239	INE-MUNI-DC	252398
ES-CT-L-909	INE-MUNI-DC	259097
ES-CT-L-242	INE-MUNI-DC	252424
ES-CT-L-243	INE-MUNI-DC	252430
ES-CT-L-244	INE-MUNI-DC	252445
ES-CT-L-245	INE-MUNI-DC	252458
ES-CT-L-247	INE-MUNI-DC	252477
ES-CT-L-248	INE-MUNI-DC	252483
ES-CT-L-254	INE-MUNI-DC	252542
ES-CT-L-249	INE-MUNI-DC	252496
ES-CT-L-250	INE-MUNI-DC	252509
ES-CT-L-251	INE-MUNI-DC	252516
ES-CT-L-252	INE-MUNI-DC	252521
ES-CT-L-253	INE-MUNI-DC	252537
ES-CT-L-255	INE-MUNI-DC	252555
ES-RI-LO-001	INE-MUNI-DC	260012
ES-RI-LO-002	INE-MUNI-DC	260027
ES-RI-LO-003	INE-MUNI-DC	260033
ES-RI-LO-004	INE-MUNI-DC	260048
ES-RI-LO-005	INE-MUNI-DC	260051
ES-RI-LO-006	INE-MUNI-DC	260064
ES-RI-LO-007	INE-MUNI-DC	260070
ES-RI-LO-008	INE-MUNI-DC	260086
ES-RI-LO-009	INE-MUNI-DC	260099
ES-RI-LO-010	INE-MUNI-DC	260103
ES-RI-LO-011	INE-MUNI-DC	260110
ES-RI-LO-012	INE-MUNI-DC	260125
ES-RI-LO-013	INE-MUNI-DC	260131
ES-RI-LO-014	INE-MUNI-DC	260146
ES-RI-LO-015	INE-MUNI-DC	260159
ES-RI-LO-016	INE-MUNI-DC	260162
ES-RI-LO-017	INE-MUNI-DC	260178
ES-RI-LO-018	INE-MUNI-DC	260184
ES-RI-LO-019	INE-MUNI-DC	260197
ES-RI-LO-020	INE-MUNI-DC	260201
ES-RI-LO-021	INE-MUNI-DC	260218
ES-RI-LO-022	INE-MUNI-DC	260223
ES-RI-LO-023	INE-MUNI-DC	260239
ES-RI-LO-024	INE-MUNI-DC	260244
ES-RI-LO-026	INE-MUNI-DC	260260
ES-RI-LO-025	INE-MUNI-DC	260257
ES-RI-LO-027	INE-MUNI-DC	260276
ES-RI-LO-028	INE-MUNI-DC	260282
ES-RI-LO-029	INE-MUNI-DC	260295
ES-RI-LO-030	INE-MUNI-DC	260309
ES-RI-LO-031	INE-MUNI-DC	260316
ES-RI-LO-032	INE-MUNI-DC	260321
ES-RI-LO-033	INE-MUNI-DC	260337
ES-RI-LO-034	INE-MUNI-DC	260342
ES-RI-LO-035	INE-MUNI-DC	260355
ES-RI-LO-036	INE-MUNI-DC	260368
ES-RI-LO-037	INE-MUNI-DC	260374
ES-RI-LO-038	INE-MUNI-DC	260380
ES-RI-LO-039	INE-MUNI-DC	260393
ES-RI-LO-040	INE-MUNI-DC	260407
ES-RI-LO-041	INE-MUNI-DC	260414
ES-RI-LO-042	INE-MUNI-DC	260429
ES-RI-LO-043	INE-MUNI-DC	260435
ES-RI-LO-044	INE-MUNI-DC	260440
ES-RI-LO-045	INE-MUNI-DC	260453
ES-RI-LO-046	INE-MUNI-DC	260466
ES-RI-LO-047	INE-MUNI-DC	260472
ES-RI-LO-048	INE-MUNI-DC	260488
ES-RI-LO-049	INE-MUNI-DC	260491
ES-RI-LO-050	INE-MUNI-DC	260504
ES-RI-LO-051	INE-MUNI-DC	260511
ES-RI-LO-052	INE-MUNI-DC	260526
ES-RI-LO-053	INE-MUNI-DC	260532
ES-RI-LO-054	INE-MUNI-DC	260547
ES-RI-LO-055	INE-MUNI-DC	260550
ES-RI-LO-056	INE-MUNI-DC	260563
ES-RI-LO-057	INE-MUNI-DC	260579
ES-RI-LO-058	INE-MUNI-DC	260585
ES-RI-LO-059	INE-MUNI-DC	260598
ES-RI-LO-060	INE-MUNI-DC	260602
ES-RI-LO-061	INE-MUNI-DC	260619
ES-RI-LO-062	INE-MUNI-DC	260624
ES-RI-LO-063	INE-MUNI-DC	260630
ES-RI-LO-064	INE-MUNI-DC	260645
ES-RI-LO-065	INE-MUNI-DC	260658
ES-RI-LO-066	INE-MUNI-DC	260661
ES-RI-LO-067	INE-MUNI-DC	260677
ES-RI-LO-068	INE-MUNI-DC	260683
ES-RI-LO-069	INE-MUNI-DC	260696
ES-RI-LO-070	INE-MUNI-DC	260700
ES-RI-LO-071	INE-MUNI-DC	260717
ES-RI-LO-072	INE-MUNI-DC	260722
ES-RI-LO-073	INE-MUNI-DC	260738
ES-RI-LO-074	INE-MUNI-DC	260743
ES-RI-LO-075	INE-MUNI-DC	260756
ES-RI-LO-076	INE-MUNI-DC	260769
ES-RI-LO-077	INE-MUNI-DC	260775
ES-RI-LO-078	INE-MUNI-DC	260781
ES-RI-LO-079	INE-MUNI-DC	260794
ES-RI-LO-080	INE-MUNI-DC	260808
ES-RI-LO-081	INE-MUNI-DC	260815
ES-RI-LO-082	INE-MUNI-DC	260820
ES-RI-LO-083	INE-MUNI-DC	260836
ES-RI-LO-084	INE-MUNI-DC	260841
ES-RI-LO-086	INE-MUNI-DC	260867
ES-RI-LO-087	INE-MUNI-DC	260873
ES-RI-LO-088	INE-MUNI-DC	260889
ES-RI-LO-089	INE-MUNI-DC	260892
ES-RI-LO-091	INE-MUNI-DC	260913
ES-RI-LO-092	INE-MUNI-DC	260928
ES-RI-LO-093	INE-MUNI-DC	260934
ES-RI-LO-094	INE-MUNI-DC	260949
ES-RI-LO-095	INE-MUNI-DC	260952
ES-RI-LO-096	INE-MUNI-DC	260965
ES-RI-LO-098	INE-MUNI-DC	260987
ES-RI-LO-099	INE-MUNI-DC	260990
ES-RI-LO-100	INE-MUNI-DC	261004
ES-RI-LO-101	INE-MUNI-DC	261011
ES-RI-LO-102	INE-MUNI-DC	261026
ES-RI-LO-103	INE-MUNI-DC	261032
ES-RI-LO-104	INE-MUNI-DC	261047
ES-RI-LO-105	INE-MUNI-DC	261050
ES-RI-LO-106	INE-MUNI-DC	261063
ES-RI-LO-107	INE-MUNI-DC	261079
ES-RI-LO-109	INE-MUNI-DC	261098
ES-RI-LO-108	INE-MUNI-DC	261085
ES-RI-LO-110	INE-MUNI-DC	261102
ES-RI-LO-111	INE-MUNI-DC	261119
ES-RI-LO-112	INE-MUNI-DC	261124
ES-RI-LO-113	INE-MUNI-DC	261130
ES-RI-LO-114	INE-MUNI-DC	261145
ES-RI-LO-115	INE-MUNI-DC	261158
ES-RI-LO-117	INE-MUNI-DC	261177
ES-RI-LO-118	INE-MUNI-DC	261183
ES-RI-LO-119	INE-MUNI-DC	261196
ES-RI-LO-120	INE-MUNI-DC	261200
ES-RI-LO-121	INE-MUNI-DC	261217
ES-RI-LO-122	INE-MUNI-DC	261222
ES-RI-LO-123	INE-MUNI-DC	261238
ES-RI-LO-124	INE-MUNI-DC	261243
ES-RI-LO-125	INE-MUNI-DC	261256
ES-RI-LO-126	INE-MUNI-DC	261269
ES-RI-LO-127	INE-MUNI-DC	261275
ES-RI-LO-128	INE-MUNI-DC	261281
ES-RI-LO-129	INE-MUNI-DC	261294
ES-RI-LO-130	INE-MUNI-DC	261308
ES-RI-LO-131	INE-MUNI-DC	261315
ES-RI-LO-132	INE-MUNI-DC	261320
ES-RI-LO-139	INE-MUNI-DC	261392
ES-RI-LO-142	INE-MUNI-DC	261428
ES-RI-LO-134	INE-MUNI-DC	261341
ES-RI-LO-135	INE-MUNI-DC	261354
ES-RI-LO-136	INE-MUNI-DC	261367
ES-RI-LO-138	INE-MUNI-DC	261389
ES-RI-LO-140	INE-MUNI-DC	261406
ES-RI-LO-141	INE-MUNI-DC	261413
ES-RI-LO-143	INE-MUNI-DC	261434
ES-RI-LO-144	INE-MUNI-DC	261449
ES-RI-LO-145	INE-MUNI-DC	261452
ES-RI-LO-146	INE-MUNI-DC	261465
ES-RI-LO-147	INE-MUNI-DC	261471
ES-RI-LO-148	INE-MUNI-DC	261487
ES-RI-LO-149	INE-MUNI-DC	261490
ES-RI-LO-150	INE-MUNI-DC	261503
ES-RI-LO-153	INE-MUNI-DC	261531
ES-RI-LO-151	INE-MUNI-DC	261510
ES-RI-LO-152	INE-MUNI-DC	261525
ES-RI-LO-154	INE-MUNI-DC	261546
ES-RI-LO-155	INE-MUNI-DC	261559
ES-RI-LO-157	INE-MUNI-DC	261578
ES-RI-LO-158	INE-MUNI-DC	261584
ES-RI-LO-160	INE-MUNI-DC	261601
ES-RI-LO-161	INE-MUNI-DC	261618
ES-RI-LO-162	INE-MUNI-DC	261623
ES-RI-LO-163	INE-MUNI-DC	261639
ES-RI-LO-164	INE-MUNI-DC	261644
ES-RI-LO-165	INE-MUNI-DC	261657
ES-RI-LO-166	INE-MUNI-DC	261660
ES-RI-LO-167	INE-MUNI-DC	261676
ES-RI-LO-168	INE-MUNI-DC	261682
ES-RI-LO-169	INE-MUNI-DC	261695
ES-RI-LO-170	INE-MUNI-DC	261709
ES-RI-LO-171	INE-MUNI-DC	261716
ES-RI-LO-172	INE-MUNI-DC	261721
ES-RI-LO-173	INE-MUNI-DC	261737
ES-RI-LO-174	INE-MUNI-DC	261742
ES-RI-LO-175	INE-MUNI-DC	261755
ES-RI-LO-176	INE-MUNI-DC	261768
ES-RI-LO-177	INE-MUNI-DC	261774
ES-RI-LO-178	INE-MUNI-DC	261780
ES-RI-LO-179	INE-MUNI-DC	261793
ES-RI-LO-180	INE-MUNI-DC	261807
ES-RI-LO-181	INE-MUNI-DC	261814
ES-RI-LO-183	INE-MUNI-DC	261835
ES-GA-LU-001	INE-MUNI-DC	270018
ES-GA-LU-002	INE-MUNI-DC	270023
ES-GA-LU-003	INE-MUNI-DC	270039
ES-GA-LU-004	INE-MUNI-DC	270044
ES-GA-LU-901	INE-MUNI-DC	279019
ES-GA-LU-005	INE-MUNI-DC	270057
ES-GA-LU-006	INE-MUNI-DC	270060
ES-GA-LU-007	INE-MUNI-DC	270076
ES-GA-LU-008	INE-MUNI-DC	270082
ES-GA-LU-902	INE-MUNI-DC	279024
ES-GA-LU-009	INE-MUNI-DC	270095
ES-GA-LU-010	INE-MUNI-DC	270109
ES-GA-LU-011	INE-MUNI-DC	270116
ES-GA-LU-012	INE-MUNI-DC	270121
ES-GA-LU-013	INE-MUNI-DC	270137
ES-GA-LU-016	INE-MUNI-DC	270168
ES-GA-LU-014	INE-MUNI-DC	270142
ES-GA-LU-015	INE-MUNI-DC	270155
ES-GA-LU-017	INE-MUNI-DC	270174
ES-GA-LU-018	INE-MUNI-DC	270180
ES-GA-LU-019	INE-MUNI-DC	270193
ES-GA-LU-020	INE-MUNI-DC	270207
ES-GA-LU-022	INE-MUNI-DC	270229
ES-GA-LU-023	INE-MUNI-DC	270235
ES-GA-LU-024	INE-MUNI-DC	270240
ES-GA-LU-026	INE-MUNI-DC	270266
ES-GA-LU-027	INE-MUNI-DC	270272
ES-GA-LU-028	INE-MUNI-DC	270288
ES-GA-LU-029	INE-MUNI-DC	270291
ES-GA-LU-030	INE-MUNI-DC	270305
ES-GA-LU-031	INE-MUNI-DC	270312
ES-GA-LU-032	INE-MUNI-DC	270327
ES-GA-LU-033	INE-MUNI-DC	270333
ES-GA-LU-034	INE-MUNI-DC	270348
ES-GA-LU-035	INE-MUNI-DC	270351
ES-GA-LU-037	INE-MUNI-DC	270370
ES-GA-LU-038	INE-MUNI-DC	270386
ES-GA-LU-039	INE-MUNI-DC	270399
ES-GA-LU-040	INE-MUNI-DC	270403
ES-GA-LU-041	INE-MUNI-DC	270410
ES-GA-LU-042	INE-MUNI-DC	270425
ES-GA-LU-043	INE-MUNI-DC	270431
ES-GA-LU-044	INE-MUNI-DC	270446
ES-GA-LU-045	INE-MUNI-DC	270459
ES-GA-LU-047	INE-MUNI-DC	270478
ES-GA-LU-046	INE-MUNI-DC	270462
ES-GA-LU-048	INE-MUNI-DC	270484
ES-GA-LU-049	INE-MUNI-DC	270497
